nan,1.476852218091044000e-01,8.208864383320779723e-02,1.350787623840065954e-01
nan,1.785735459773521994e-01,8.149632453978300495e-02,1.395574894903753027e-01
nan,1.688874893157586987e-01,1.404100227790431865e-01,1.183189012370507026e-01
nan,1.641926093000078135e-01,8.690711685992129343e-02,1.070593003228826057e-01
nan,1.380324752068239069e-01,7.706505853672269979e-02,1.628219107722490011e-01
nan,1.933386794142147869e-01,1.684526259375175028e-01,1.646239682543917948e-01
nan,2.086200378071833006e-01,9.619804565110179340e-02,1.132968400359208039e-01
nan,1.617205537004191007e-01,1.323366928884492921e-01,1.566282472644529022e-01
nan,2.655046993357719209e-01,1.456021496327108977e-01,2.063230136242795998e-01
nan,1.742167373425284882e-01,6.283118057484629593e-02,1.181935063072924036e-01
nan,2.006023973787572912e-01,1.417215482380126956e-01,1.170376495067748934e-01
nan,2.512531959011938265e-01,1.554770394804032008e-01,1.250455150315460118e-01
